WORD	TOTAL_COUNT	WEIGHTED_FREQUENCY
our	230397074	0.000855658941623278
very	222050392	0.0008546243919362414
most	247568719	0.000839114509891749
said	220212903	0.0008099368886135674
must	214984781	0.0008020683906328252
But	216475406	0.0007992370608129666
me	222053850	0.0007970574665728573
2	261781804	0.0007878093243802782
between	242297942	0.0007501242536572892
over	220259664	0.0007455502065001225
then	215684621	0.0007321831822441295
many	205278901	0.0007136202599281454
same	195201548	0.0007133843792168686
man	173036328	0.0007063312851000341
after	196901685	0.0006975239369954248
those	198996880	0.000695840165150028
upon	145896317	0.0006957809693505678
work	197323704	0.0006836672846054959
through	196914123	0.0006659757996035005
like	201172405	0.0006638366614705107
much	179466549	0.0006595838000052571
being	180624458	0.0006591248594637247
did	201378645	0.0006568151309295918
well	191699735	0.0006553756721965499
under	173644763	0.0006525913959330276
where	189957170	0.0006504585471188746
years	181095970	0.000641700480879784
now	167808690	0.0006252457131075464
before	168078591	0.0006235004827461373
great	140703006	0.0006231563813277972
even	184122722	0.000614746673965312
see	194681023	0.0006145619601945272
life	169570313	0.000608052960174534
new	190537152	0.0006030072413662834
3	199134337	0.0005943063628198589
people	188658767	0.0005913643857764054
each	176568153	0.0005867437147650231
way	171872832	0.0005703820285262555
own	159894717	0.000558721763365435
!	145560907	0.0005574850678832804
If	166797178	0.0005517839352698262
used	176139023	0.0005485635330493047
men	130511875	0.0005439192119689273
part	149098650	0.0005413227712393793
us	146459570	0.0005391371029430815
because	177170182	0.0005387548946706142
They	156175548	0.0005375552646435574
your	183193514	0.0005361985883342782
And	143375139	0.0005358812379733978
good	142044402	0.0005324009953744112
There	149799579	0.0005273718561686125
make	150613119	0.0005248191530933517
found	139411789	0.0005188015836262051
New	167797688	0.0005176033614790404
We	154274782	0.000515026992372755
little	126649178	0.000511959536034541
day	130988003	0.0005105693813675995
long	141395665	0.000508563465650032
without	133368267	0.0004982355123450462
three	143222992	0.0004962046245799987
both	157448835	0.0004839070883992894
use	160514835	0.00048390591747627
For	154990086	0.00047600753278368937
s	153529779	0.00047217184751520766
4	151936240	0.0004555637333283407
against	125371060	0.00045287064944881696
shall	99951093	0.0004447354179070427
/	204285986	0.00044390112632776706
case	127365599	0.00044357308197457313
down	124432699	0.0004403893908941313
As	139160572	0.000436593251764308
per	110343059	0.0004347572802495115
given	119248781	0.0004332698152410749
might	122465510	0.00043141405163734016
number	133134318	0.00042804971964531026
place	114620473	0.00042556925082399085
too	118852020	0.0004243570008370606
de	128289260	0.00042269889888297364
while	118076565	0.00042174472378593385
world	123605670	0.0004184208426363609
does	130746571	0.0004154657383552129
still	118162652	0.00041542622609615215
how	136457204	0.00041448065927765493
5	139181056	0.00041345563561425623
old	105248541	0.00041119656308658133
p.	124048400	0.00040784247518243556
another	118002847	0.00040560108652885457
When	119140100	0.00040394895012652845
year	115762897	0.0004008219380809948
however	112045085	0.0003996371025564593
water	105889832	0.00039867987931614223
large	111003812	0.00039866477793245724
every	98601362	0.00039778555336807147
right	116824191	0.00039345214179242885
during	123321429	0.0003934235860350208
know	116839321	0.0003920900879368473
small	110874512	0.00038979940627712915
never	104065003	0.0003894185020624663
form	111426321	0.00038677088775343206
less	109648834	0.0003843620261215122
back	118628571	0.00038347222429801526
power	107169148	0.00037918234569128695
take	109237640	0.000373993546645522
present	100162416	0.0003727547996737068
state	118256514	0.0003719796420111235
system	133733108	0.0003717143549747257
general	101066090	0.00037155875283581877
just	119071314	0.00036975454831324607
order	109076956	0.0003695723581794851
American	115608995	0.0003686636897599573
fact	103313909	0.0003681083821081775
himself	90052624	0.00036304318040188854
few	98947069	0.00036105214579066963
high	112542217	0.0003601534234265323
come	97634413	0.0003597271786707719
called	101060194	0.00035840420161358785
point	105339877	0.0003579608783311291
here	101998522	0.00035553052513994965
came	91938312	0.00035489505620182145
different	119117855	0.00035366307057174646
far	87842824	0.00034495139873371984
Mr.	68994586	0.00034490841107242637
end	97925489	0.00034369662746169404
To	98768280	0.00034339314435004195
last	89784080	0.0003428653278947319
*	89436856	0.0003375913283679532
country	85021610	0.0003348900625968701
She	112311299	0.00033486276686373935
6	108328736	0.00033472463953544305
say	91449933	0.00033462556603069146
On	93424201	0.0003314397747480296
again	90364742	0.0003307229060115052
10	109424334	0.0003281248746263463
$	101729376	0.0003272990201063513
hand	90145522	0.00032710134430042324
always	88221424	0.00032298236133025866
go	92476765	0.00032226712894346484
whole	80285629	0.00032156625040384964
...	107665107	0.00032024469829656534
certain	83265352	0.0003198867752184018
important	106443607	0.00031956439786348813
within	104897862	0.00031848400783668487
States	88197262	0.0003183581086080792
]	131095048	0.0003181853612205331
often	99638362	0.00031633689835688743
left	90212351	0.00031595576727187123
course	86105671	0.00031544713106591117
At	89836275	0.0003154210135783874
though	83357816	0.00031530772791755427
[	129849912	0.0003149844508140782
What	99279566	0.00031479572202575465
possible	93559331	0.00031431809583222167
J.	107708589	0.0003103870224690856
since	93113830	0.0003097623857282761
thought	86127734	0.0003085466862806726
give	81119683	0.00030752601063096494
public	91769099	0.00030635017764371185
York	101041340	0.0003061385072710434
among	88627130	0.0003059570005698387
United	89761765	0.0003053305536599492
off	90286461	0.0003036435285656393
children	99389698	0.0003035473450616335
law	83588820	0.00030263606220123137
These	94296753	0.00030239541563446484
until	83510649	0.0003022235102333121
God	87382467	0.00030120709891961323
His	78311128	0.00029944979878288193
war	73907271	0.00029682296623441927
means	83015141	0.00029619799116356376
set	92022106	0.0002933775531557507
taken	77258271	0.0002930258758472407
You	100087690	0.00029199841690941483
A.	90975310	0.00029161458716487764
later	86080721	0.00029127657185777325
above	80843161	0.00029109333157139423
following	86751728	0.00028957804583435446
get	92043873	0.0002884826058267198
second	85758702	0.0002876153127783844
known	78340169	0.0002857494586911109
find	80440012	0.0002832417346678511
government	89876652	0.00027941456871878465
social	101206768	0.0002776458041718507
days	72081833	0.0002753184785096976
things	74687718	0.0002742473170114273
others	80612139	0.00027400911419459825
side	72345509	0.0002736540808842657
8	87395807	0.000272941424438086
rather	83458038	0.0002727597603390076
period	81580119	0.0002713926984839525
four	76792539	0.0002712120329469101
value	80999513	0.0002700290723821419
think	79229242	0.0002699296983730718
That	76420123	0.0002669446126770699
become	80652092	0.00026599497816639605
line	74286649	0.00026327678784050876
school	74236606	0.000262757499928735
One	82009564	0.00026263234570878577
7	87422364	0.00026171283696008765
necessary	69647039	0.000261110037973861
THE	64102460	0.0002610155711440229
best	71644769	0.0002594757628777383
went	69020874	0.0002591998735646695
away	72211394	0.0002580728778830693
itself	72104412	0.00025714257778662554
seen	71508283	0.00025522668595376444
almost	68306639	0.0002544884713818093
group	88219015	0.0002542314030728098
once	66419466	0.00025294903172558015
having	66440295	0.00025236694789081224
cases	67465048	0.0002504389948206968
put	69284302	0.0002500532551862472
body	72119525	0.0002495537070627607
interest	71600722	0.00024843643516477687
yet	62955245	0.0002483980396764645
John	72092521	0.0002477081401196621
home	72501516	0.00024766657253675727
either	72023288	0.000247597747094203
several	75257159	0.00024661674650238385
&	88541369	0.00024492921687415705
early	77031605	0.0002441177483939089
land	65904105	0.0002439303279431943
nature	68951540	0.00024361168089288843
matter	62373982	0.00024359058295149645
question	69396880	0.0002434464453139825
effect	72667798	0.00024338356053672992
example	95356554	0.00024289723784333672
therefore	63710603	0.00024248108058198703
name	67467307	0.00024136792852528006
took	67616787	0.0002411737511009021
done	63420114	0.00023979903369165647
better	67038296	0.00023857052598458538
themselves	65642421	0.00023758666165019668
human	76989881	0.00023694114034541414
political	84465541	0.00023651835160514318
State	63936298	0.00023647601207259046
light	64418423	0.00023563956047236126
development	84223531	0.000235016924542704
house	61872556	0.00023465430754337417
whether	70878472	0.0002343708126380591
words	67099391	0.00023410221891292663
English	61065415	0.00023320703463069757
mind	61077375	0.00023287418944139074
conditions	65082759	0.00023276010109850965
half	60785247	0.00023232651686768367
young	62649927	0.0002318852540478431
least	70242146	0.0002312615297809698
nothing	58720912	0.0002312242448250995
business	63684927	0.00023097584751766102
position	66599599	0.0002309662113831429
times	65539720	0.00023019779830963272
common	67070914	0.00022922274990612026
need	82774494	0.0002290521349223365
action	65463311	0.0002287475527997317
subject	62770744	0.0002286062759060218
true	60146699	0.00022747341176815094
head	62510235	0.00022661209149065463
ever	57420696	0.00022642517579718975
study	75098219	0.00022494556398892828
whose	59666797	0.00022445305144941154
five	62129239	0.00022432557811821562
family	77856477	0.00022411909229205155
thus	59431301	0.00022398332737764943
See	73816540	0.00022322252941500936
women	85286262	0.00022312407367944067
C.	62791318	0.00022262194697147096
am	57530699	0.00022171655859409454
cent	49827616	0.00022147540100695437
change	76352694	0.00022116262172701507
various	64367286	0.00021987163283836034
control	78826344	0.00021885042715652506
OF	56807946	0.00021846629034408735
result	67917845	0.00021826087024486607
view	66393576	0.00021803058208798867
pp.	75442757	0.0002176147716361119
became	63058566	0.0002155844059035591
already	61370859	0.00021526794344145942
All	63592050	0.0002149185542851252
held	57676078	0.00021414151411657233
person	69458387	0.00021392683886048704
full	59501762	0.00021302930740498075
S.	61443387	0.00021289071096379403
M.	69592846	0.00021272839653911215
together	60982819	0.00021068240954333865
quite	55839555	0.00021021418179641708
process	80234761	0.00020989754910480903
something	64924301	0.00020988414931980682
No	61257946	0.00020968838799882684
enough	59053987	0.00020928379200552748
%	91375159	0.0002086581039151593
making	60879148	0.00020853263219621827
By	58640333	0.0002084785587506999
20	68910415	0.0002084085205438514
brought	51761998	0.0002068495271149044
British	57082569	0.00020588714879496122
individual	66352022	0.0002057226209836459
type	64322714	0.00020560818416819635
9	68722590	0.00020546747177313806
further	61188837	0.00020508365333557236
death	57340036	0.0002042440051266689
0	71800238	0.00020396611491085175
H.	58797933	0.00020311693594928033
history	61703422	0.00020300445630953962
12	66969975	0.0002029498639443715
free	59164636	0.00020288325363283276
England	45906489	0.00020254463350370935
London	63144807	0.0002024334605295039
usually	60311903	0.0002020750046161149
sense	62211875	0.00020100521055772808
kind	57213686	0.00020007863595874592
book	61403855	0.0001995583414862076
child	64105652	0.00019938423324868083
century	62669722	0.00019864161610771443
air	51414388	0.00019824762467475612
next	59520941	0.00019814292261435346
shown	57978530	0.00019778729139291514
money	54665733	0.00019763158905382626
members	61375714	0.00019744688222304496
along	57990713	0.00019562354838752757
city	51627623	0.00019505223134854292
age	58579566	0.00019433268913775518
French	49319175	0.00019414826049542972
going	60758521	0.00019398772083460366
show	55349096	0.00019211747440950368
area	70424896	0.0001920458986621966
whom	46240585	0.00019141995933668154
reason	52485093	0.00019124412178192848
due	52602598	0.00019090666026730838
W.	52283668	0.00019087966588132428
rate	65022680	0.00019052593526468575
II	54270466	0.00019005128654571066
able	57695236	0.00018985684625700896
Then	52332105	0.000189769654428932
problem	69107295	0.0001896560518036674
white	53939801	0.00018938960687972512
amount	49817244	0.00018903751721263573
service	53703588	0.0001889631561297603
An	62222598	0.00018797680244992144
seems	52216493	0.0001878965140021747
E.	56644330	0.0001878427506499016
University	75311185	0.00018751577538195975
et	74264158	0.00018718428601120969
love	53111970	0.00018687012005708497
15	61177827	0.0001868484036861001
night	49022838	0.0001861163571424784
face	54016940	0.00018598092565437678
R.	62592405	0.00018585686999962863
v.	47860112	0.00018462526703606001
force	51698927	0.00018426979263084023
thing	48926893	0.00018339113481053568
After	55320296	0.00018332375377918465
material	52981426	0.00018323426574306988
method	50669449	0.0001831771491477734
General	48494155	0.000183081677052468
short	53140346	0.00018235043046685337
class	57335812	0.0001818703957149822
greater	50742577	0.00018144067713675053
With	51886444	0.00018111864924157779
told	52997359	0.00018072538345128677
Government	45996063	0.00018055292955443487
From	50757236	0.00018042445051809285
information	77855735	0.00018041851490793607
room	51606698	0.00018037424645710697
results	57805616	0.00018002823052218805
special	51942732	0.00018001857501195913
Fig	50523682	0.00017999225018944964
especially	53977525	0.00017997874038622343
gave	46823110	0.00017949651329615202
particular	60772246	0.00017814763279082592
real	54838611	0.00017780310191909716
field	54170596	0.0001776543487102045
terms	61231911	0.0001774658449751681
around	65456551	0.00017664956094040436
eyes	48744200	0.00017580540958578354
knowledge	52952079	0.00017568352869276477
total	56359813	0.0001755722737312397
word	50397435	0.00017547090233832488
began	51896270	0.0001752923505173703
feet	40075208	0.0001747254134054718
experience	56749970	0.000174556036840631
saw	47429294	0.0001737006739920273
economic	64611018	0.0001731081500358384
near	45022155	0.0001730936372700887
cause	47944996	0.00017293359009089242
self	60608098	0.0001727406150838244
Thus	54742698	0.00017245249766572107
open	51451131	0.00017243696418626868
level	70157848	0.00017156835387216877
similar	53703972	0.00017139195108340665
father	48897005	0.00017100378955364604
perhaps	46657914	0.00017066360913157687
No.	45594039	0.0001706043310724331
account	47162109	0.00017053524584488246
soon	42521476	0.00017032666162299965
help	59405012	0.0001702808826190981
....	42557274	0.00017020888215885254
party	49457693	0.00016938742430724584
asked	52236686	0.0001692162913063632
probably	48370854	0.0001691660353764677
nor	42326384	0.00016905853817655804
purpose	43092805	0.00016789080529669182
production	56429738	0.00016782457542803675
Some	54035985	0.0001676668866563284
policy	57277054	0.00016761560901509706
required	51400576	0.0001668852954940157
•	68560916	0.0001666460138015369
So	48474446	0.0001665906373650627
local	57167101	0.00016503529445401803
character	40728899	0.0001646702642771818
although	49391974	0.0001639974321732719
low	55144641	0.00016398901459040995
11	52140512	0.00016376009242741605
want	58608538	0.00016366903882467413
surface	47908636	0.00016266667757473924
clear	50239893	0.00016155023298831955
considered	49569752	0.0001608322586569406
i	48044791	0.00016063381062737572
look	50673035	0.0001602167379307012
30	52661771	0.00016006713329600163
mother	49161596	0.00016003307603563982
America	46433757	0.00015937910034178433
education	50631767	0.0001593013931507992
got	48144579	0.00015888860517339007
B.	48760138	0.0001588682860442483
single	50892568	0.00015842920788392042
increase	50227286	0.00015785745200204833
section	49180635	0.0001570951969203054
German	40192068	0.00015645486241612058
data	72173041	0.00015633412267789814
natural	45570174	0.00015632011723652452
14	51491818	0.00015622317359770052
seemed	41678233	0.0001561536735656576
problems	60596203	0.0001561350262865074
woman	48103984	0.0001557557109864526
parts	40614614	0.00015558439184134315
St.	35796866	0.0001550049040767646
hands	40298394	0.0001546099319552579
influence	43453788	0.00015442789966489703
received	40946386	0.00015418708104378935
latter	37597109	0.00015350192800299276
^	43283837	0.0001534340593489905
act	41197128	0.0001528186540370081
read	43242410	0.00015217481334670684
heart	40869975	0.00015161223362139046
Lord	36184318	0.00015151269593560837
ground	39635644	0.0001514749199447438
six	41528474	0.00015146417316868252
How	47217771	0.00015144293587316304
sometimes	41464806	0.0001514173010555114
property	41665700	0.00015072008704641274
idea	43640144	0.00015054116423033795
evidence	48467454	0.00015019121212535606
trade	43786242	0.00015014337101172125
moment	39566850	0.00015011817246649156
let	42533424	0.00015006776024148038
felt	45049380	0.00014995811172134843
living	43037169	0.00014955644718133123
higher	47989447	0.0001495014728990039
13	49593326	0.00014941117988566478
forms	42802152	0.00014869088895455018
lines	39746626	0.00014856899752553528
cost	46583076	0.00014838428816240815
lower	44980131	0.00014825013831834682
knew	42334400	0.0001481442748285258
16	48719210	0.00014808972097530668
past	46833541	0.00014783181215872866
groups	54396011	0.00014750326175649422
L.	46307924	0.0001473211778465902
changes	52201806	0.00014729240576508084
company	44687012	0.00014728233515904916
third	43113649	0.00014722118612036858
close	43265727	0.00014687647448466962
national	48138191	0.00014686968513260003
D.	50305057	0.00014664760480883905
pressure	42876273	0.00014612835513556089
toward	45921380	0.0001460117381649705
South	43990547	0.0001459326623182822
keep	41801799	0.00014583251236476214
support	54948822	0.00014581043665363837
sent	35638794	0.0001456524032081885
France	35127614	0.00014507844676343883
carried	36345782	0.0001448530353054577
25	46911250	0.00014466165284172106
society	49683487	0.00014424289986580274
blood	41421296	0.00014393774090125846
theory	48931932	0.0001437347470726292
strong	41336194	0.0001434967112620989
written	41756999	0.0001432873722840051
says	39273039	0.00014283101481730586
hundred	31990285	0.00014276571057692629
provided	44817433	0.0001426501830977941
C	52543894	0.00014263410623202157
really	43783804	0.00014229388760160378
18	45413083	0.00014213233813635523
except	36006587	0.00014200828122069834
generally	41121862	0.000140654055899197
However	59097411	0.00014034086202263006
according	39190565	0.00014013099565489938
letter	36420191	0.00014006334758462274
situation	46079550	0.0001395734369565687
future	44951928	0.00013956173200543824
difficult	43907708	0.0001393727718654525
King	33176344	0.00013935569715868356
foreign	42458058	0.0001392504017815312
obtained	37081347	0.00013891552909295522
Act	40640048	0.00013885348141810046
mean	44096523	0.00013882637668864768
100	44102550	0.0001385718132564959
etc.	34497360	0.00013850224112035937
described	44414653	0.00013839686158060178
food	41336108	0.00013793087639003566
complete	38272606	0.0001375463791574945
movement	42552142	0.00013742428339639335
return	40293289	0.00013738535262915785
la	44111483	0.00013734886008300956
F.	38815974	0.00013720256442723927
Of	36521148	0.00013718801198031315
May	40064935	0.0001371455413943507
Church	33412818	0.00013710834175608227
based	56571931	0.00013679665148538456
alone	36927297	0.00013649318448044352
believe	39293268	0.00013621229973410763
working	44957902	0.00013615791409193366
condition	35508638	0.00013579883348232357
personal	43196465	0.00013570496698180005
months	39179377	0.0001356953756907491
followed	37259918	0.00013554450664614808
Mrs.	29753460	0.0001347277511854265
William	37021759	0.0001346367599717365
care	45570851	0.00013461426487805755
term	48437572	0.0001344894930483795
basis	44290083	0.00013442633081134188
art	37763442	0.00013426505533098708
attention	39279981	0.0001340738948061879
modern	37391262	0.00013393181222468947
looked	39139389	0.0001339227210904115
G.	43157505	0.00013387194491901766
tell	38696212	0.00013382807613337993
anything	37894477	0.00013381145152233464
twenty	32768880	0.00013380487840024125
turn	41111784	0.00013377900585230472
population	45460868	0.0001337621482094779
current	41826692	0.00013372454262403953
hours	37092422	0.00013323173823409352
court	39636686	0.00013307575585825164
growth	47148231	0.00013299887135957637
language	49439729	0.0001329163019217264
seem	37514273	0.00013290788845771244
solution	36065966	0.0001328814240171103
turned	38252383	0.00013262780319409662
why	42730708	0.0001323601789695576
passed	31159403	0.0001323178775741367
story	39209153	0.0001320592666409221
states	42019750	0.00013183431410728657
available	50576882	0.00013172084761952984
main	42173354	0.0001315855687731094
below	39151584	0.00013152710698822328
longer	39513776	0.00013146685789472017
paper	39100528	0.00013138666219591306
manner	32292511	0.00013138006719388005
office	36936104	0.0001313364725043335
P.	42796502	0.00013132383013713005
makes	39245480	0.00013131725361987273
Dr.	32280117	0.0001310924215435565
established	39681136	0.0001310113973230531
wife	36087139	0.00013086259387979688
size	42036575	0.0001307130137424049
War	39166048	0.00013039718880333286
President	35162959	0.00013036304596337578
increased	40816287	0.0001301417827981181
19	41734115	0.00013011200750322318
Now	36681369	0.0001300198255535327
simple	38374611	0.00012989073761009281
son	35136304	0.00012965420083918918
heard	34029662	0.0001295529054681323
17	42178039	0.00012928546925901975
town	33438885	0.00012915849229967833
black	42126482	0.00012873638132837625
persons	34008469	0.00012869312810367183
play	39840988	0.0001282309967273446
produced	36990515	0.000127905805949944
call	38385274	0.0001278865702786518
importance	35694137	0.0001277460307734101
treatment	42948197	0.0001274193301105581
rest	34382336	0.00012724401187663527
placed	32586501	0.0001270580245850683
countries	45489570	0.00012699839635340473
energy	44217030	0.00012671030337878126
practice	39599024	0.0001263198592754076
lost	35149021	0.00012613449634867274
ten	32660612	0.00012592350785679696
capital	38198192	0.0001257045114800093
methods	36209992	0.00012566295400315056
beginning	36141738	0.00012510453821098992
points	36675982	0.00012478351980813203
average	36334027	0.00012429299856908356
appear	36408910	0.00012421747654753375
length	32851964	0.0001242109123169784
Company	30916523	0.0001241463321406619
kept	31713290	0.00012405197922706556
developed	41473886	0.00012397429744917006
temperature	35448829	0.0001239554694354595
normal	38078627	0.00012383067999334883
AND	35062489	0.00012371886436720155
Sir	27670713	0.00012367220375493018
hard	37105051	0.00012365923722967853
B	43533678	0.00012348107622635224
National	43590420	0.0001233842639245032
structure	47985573	0.00012327749843137585
shows	38055151	0.0001232743014904016
including	48075985	0.0001229869255083418
function	49315739	0.00012290921981987412
50	40514396	0.0001227768502156821
rule	34838046	0.00012237359359142916
My	37401187	0.00012235886230195777
non	43144088	0.00012233667354287348
series	36085963	0.00012225677723482232
respect	36291150	0.00012220439300194983
°	34280021	0.0001221175767836576
House	34053238	0.00012208273677542932
original	35244440	0.00012151176677781524
=	45712346	0.00012133681446961815
wrote	34158742	0.00012109086993851271
continued	35869624	0.00012105199068443248
using	52323789	0.00012098443209990465
building	35639747	0.00012096324681460356
community	44270864	0.00012065230467996424
added	33678005	0.00012049555314886022
poor	34072931	0.0001204630986791344
miles	28067628	0.00012042755798761933
pay	33567233	0.00012028894920701203
price	37432483	0.00012022156111889173
private	38339590	0.0001199911442171991
areas	47552152	0.0001196836102900945
Court	35253887	0.00011954290062538157
values	44730305	0.00011949322595113598
degree	35289081	0.00011946715733113534
live	34882959	0.0001191092314091041
particularly	40211372	0.00011909722629482801
direct	36222462	0.00011902982816649567
across	37303963	0.000118697459322108
equal	32507255	0.0001184240408149192
schools	31748654	0.00011831658402861396
24	38898492	0.00011831529216263754
direction	32502052	0.00011810863796969667
plan	35525963	0.00011783782641206559
North	35887361	0.00011773400389453745
June	34405243	0.0001176484330356139
outside	37462342	0.00011747177196610202
Europe	33935611	0.00011730674704720339
feel	38333323	0.00011723056116315033
difference	35604654	0.00011715380521386632
analysis	48980530	0.00011711853514751952
opinion	29232753	0.0001171150909429617
works	34921120	0.00011677014855666676
authority	32842671	0.00011672145194252965
addition	38971748	0.000116685631383921
behind	34657229	0.00011664834877600024
Co.	26952239	0.00011645604728535762
indeed	29865917	0.0001162171933668599
cut	31297837	0.0001161355380399832
sea	28824228	0.00011609929734778488
beyond	33038520	0.00011597491725771325
church	31989016	0.00011579785133248066
test	38749472	0.00011572110637977467
activity	41901898	0.0001155508226309733
paid	30123730	0.000115530693144258
industry	35937640	0.0001155154002233237
fire	29623287	0.00011548063091811284
acid	28512218	0.00011527848875895051
physical	37302753	0.00011526998380253157
late	37169658	0.00011523537078825357
morning	29679231	0.00011509832535151799
table	33945113	0.00011508799930513314
military	36436051	0.00011485573507359705
gives	30667376	0.00011482746527655812
books	31367349	0.00011460022989303081
stage	35225835	0.00011442353536295832
students	44683336	0.0001143190847080844
West	35751106	0.00011416234585538731
note	31527693	0.00011412888380077625
bring	31488650	0.00011406355378410307
major	50686162	0.00011403455495088344
extent	32686501	0.0001139135360073995
religious	33348143	0.00011385476463006693
operation	31771664	0.00011378734191142089
nearly	27805257	0.00011368978110440437
India	35233636	0.00011354401583985209
spirit	26442924	0.00011354200460378634
taking	33634658	0.00011330859669968156
reached	30098265	0.0001132727466058066
21	37112250	0.00011276448743274199
merely	27877165	0.00011276396070202193
becomes	33162113	0.00011262742167579592
provide	45659681	0.00011248280037804037
Such	32015608	0.00011246088194047888
George	31128535	0.00011231215361688765
22	36842487	0.0001122479981750346
front	32442338	0.00011181094506362495
market	42823434	0.00011096960641981672
follows	29706243	0.00011093392314905434
b	39980612	0.0001107625498942415
friends	30267358	0.00011055355975479156
towards	30442909	0.00011026490776017444
Washington	33911077	0.00011016334225781438
specific	44302520	0.00011011061028775456
appears	32659875	0.00011000904832129374
earth	27694960	0.00010987530970200936
truth	29319268	0.00010980334210636444
leave	31257067	0.00010979382166638387
Indian	33774840	0.000109645964695722
likely	38758480	0.00010949261186446188
organization	34702083	0.00010947071633541669
income	38386874	0.00010933894509011603
July	31599206	0.00010922281485193166
Table	43399302	0.00010920841146258903
Here	29711798	0.00010905956238048257
determined	31794511	0.00010847904853244665
loss	33202701	0.00010842453865238319
formed	28363981	0.00010832799760940235
published	33294390	0.00010825778123187142
cells	38271241	0.00010817293464647382
forces	33204070	0.00010816328066447074
program	45037047	0.00010802917382093596
hold	29452124	0.0001080068393825213
report	33921490	0.0001079451028508817
James	31809058	0.00010791263148610235
object	32140385	0.00010774505066928845
March	31558418	0.0001075935187873255
Germany	27671603	0.00010756341000242941
red	28763561	0.00010747254933827481
space	36420766	0.00010741153204700807
fine	26319104	0.00010729058266474993
species	33179235	0.00010701466947121561
doubt	26271105	0.00010674815327305598
run	33171201	0.00010658638154087605
workers	36461556	0.00010656270617217507
laws	27821968	0.00010646633118515208
Since	35131703	0.00010600701336624092
labor	30897283	0.00010599029377847649
patient	37283548	0.00010581572969870737
peace	26089894	0.0001057367077320807
'll	37897301	0.00010570010578052602
led	32001206	0.0001054007681729827
former	29388468	0.00010530974510328241
member	30755008	0.00010512977341951352
hope	27850448	0.00010512830047767386
Christian	29501656	0.00010468239735034547
relations	33025164	0.00010422779613891734
needs	37786392	0.0001041772422649851
understand	33091105	0.00010407836210609687
Congress	30474901	0.00010405513415256545
effects	40588965	0.00010401733138104796
larger	30214007	0.0001040100793129627
range	38142433	0.00010400499032515794
disease	32758671	0.00010337227991877957
considerable	26137106	0.00010335824234040791
